0 True NA NA NA NA -1
1 True NA NA NA NA -1
2 True NA NA NA NA -1
3 True NA NA NA NA -1
4 True NA NA NA NA -1
5 True NA NA NA NA -1
6 True NA NA NA NA -1
7 True NA NA NA NA -1
8 True NA NA NA NA -1
9 True NA NA NA NA -1
10 True NA NA NA NA -1
11 True NA NA NA NA -1
12 True NA NA NA NA -1
13 True NA NA NA NA -1
14 True NA NA NA NA -1
15 True NA NA NA NA -1
16 True NA NA NA NA -1
17 True NA NA NA NA -1
18 True NA NA NA NA -1
19 True NA NA NA NA -1
20 True NA NA NA NA -2
21 True NA NA NA NA -2
22 True NA NA NA NA -2
23 True NA NA NA NA -2
24 True NA NA NA NA -2
25 True NA NA NA NA -2
26 True NA NA NA NA -2
27 True NA NA NA NA -2
28 True NA NA NA NA -2
29 True NA NA NA NA -2
30 True NA NA NA NA -2
31 True NA NA NA NA -2
32 True NA NA NA NA -2
33 True NA NA NA NA -2
34 True NA NA NA NA -2
35 True NA NA NA NA -2
36 True NA NA NA NA -2
37 True NA NA NA NA -2
38 True NA NA NA NA -2
39 True NA NA NA NA -2
40 True NA NA NA NA -2
41 True NA NA NA NA -2
42 True NA NA NA NA -2
43 True NA NA NA NA -2
44 True NA NA NA NA -2
45 True NA NA NA NA -2
46 True NA NA NA NA -2
47 True NA NA NA NA -2
48 True NA NA NA NA -2
49 True NA NA NA NA -2
50 True NA NA NA NA -2
51 True NA NA NA NA -2
52 True NA NA NA NA -2
53 True NA NA NA NA -2
54 True NA NA NA NA -2
55 True NA NA NA NA -2
56 True NA NA NA NA -2
57 True NA NA NA NA -2
58 True NA NA NA NA -2
59 True NA NA NA NA -2
60 True NA NA NA NA -2
61 True NA NA NA NA -2
62 True NA NA NA NA -2
63 True NA NA NA NA -2
64 True NA NA NA NA -2
65 True NA NA NA NA -2
66 True NA NA NA NA -2
67 True NA NA NA NA -2
68 True NA NA NA NA -2
69 True NA NA NA NA -2
70 True NA NA NA NA -2
71 True NA NA NA NA -2
72 True NA NA NA NA -2
73 True NA NA NA NA -2
74 True NA NA NA NA -2
75 True NA NA NA NA -2
76 True NA NA NA NA -2
77 True NA NA NA NA -2
78 True NA NA NA NA -2
79 True NA NA NA NA -2
80 True NA NA NA NA -2
81 True NA NA NA NA -2
82 True NA NA NA NA -2
83 True NA NA NA NA -2
84 True NA NA NA NA -2
85 True NA NA NA NA -2
86 True NA NA NA NA -2
87 True NA NA NA NA -2
88 True NA NA NA NA -2
89 True NA NA NA NA -2
90 True NA NA NA NA -2
91 True NA NA NA NA -2
92 True NA NA NA NA -2
93 True NA NA NA NA -2
94 True NA NA NA NA -2
95 True NA NA NA NA -2
96 True NA NA NA NA -2
97 True NA NA NA NA -2
98 True NA NA NA NA -2
99 True NA NA NA NA -2
100 True NA NA NA NA -2
101 True NA NA NA NA -2
102 True NA NA NA NA -2
103 True NA NA NA NA -2
104 True NA NA NA NA -2
105 True NA NA NA NA -2
106 True NA NA NA NA -2
107 True NA NA NA NA -2
108 True NA NA NA NA -2
109 True NA NA NA NA -2
110 True NA NA NA NA -2
111 True NA NA NA NA -2
112 True NA NA NA NA -2
113 True NA NA NA NA -2
114 True NA NA NA NA -2
115 True NA NA NA NA -2
116 True NA NA NA NA -2
117 True NA NA NA NA -2
118 True NA NA NA NA -2
119 True NA NA NA NA -2
120 True NA NA NA NA -2
121 True NA NA NA NA -2
122 True NA NA NA NA -2
123 True NA NA NA NA -2
124 True NA NA NA NA -2
